tool	seq_type	value	ecdf
HMMER (cut_ga)	Mixed metagenomes	0	0.2699339
HMMER (cut_ga)	Mixed metagenomes	0	0.27043378
HMMER (cut_ga)	Mixed metagenomes	0	0.27093366
HMMER (cut_ga)	Mixed metagenomes	0	0.27143353
HMMER (cut_ga)	Mixed metagenomes	0	0.2719334
HMMER (cut_ga)	Mixed metagenomes	0	0.27243328
HMMER (cut_ga)	Mixed metagenomes	0	0.27293316
HMMER (cut_ga)	Mixed metagenomes	0	0.27343303
HMMER (cut_ga)	Mixed metagenomes	0	0.2739329
HMMER (cut_ga)	Mixed metagenomes	0	0.27443278
HMMER (cut_ga)	Mixed metagenomes	0	0.27493265
HMMER (cut_ga)	Mixed metagenomes	0	0.27543253
HMMER (cut_ga)	Mixed metagenomes	0	0.2759324
HMMER (cut_ga)	Mixed metagenomes	0	0.27643228
HMMER (cut_ga)	Mixed metagenomes	0	0.27693215
HMMER (cut_ga)	Mixed metagenomes	0	0.27743202
HMMER (cut_ga)	Mixed metagenomes	0	0.2779319
HMMER (cut_ga)	Mixed metagenomes	0	0.2784318
HMMER (cut_ga)	Mixed metagenomes	0	0.27893168
HMMER (cut_ga)	Mixed metagenomes	0	0.27943155
HMMER (cut_ga)	Mixed metagenomes	0	0.27993143
HMMER (cut_ga)	Mixed metagenomes	0	0.2804313
HMMER (cut_ga)	Mixed metagenomes	0	0.28093117
HMMER (cut_ga)	Mixed metagenomes	0	0.28143105
HMMER (cut_ga)	Mixed metagenomes	0	0.28193092
HMMER (cut_ga)	Mixed metagenomes	0	0.2824308
HMMER (cut_ga)	Mixed metagenomes	0	0.28293067
HMMER (cut_ga)	Mixed metagenomes	0	0.28343055
HMMER (cut_ga)	Mixed metagenomes	0	0.28393042
HMMER (cut_ga)	Mixed metagenomes	0	0.2844303
HMMER (cut_ga)	Mixed metagenomes	0	0.28493017
HMMER (cut_ga)	Mixed metagenomes	0	0.28543004
HMMER (cut_ga)	Mixed metagenomes	0	0.28592992
HMMER (cut_ga)	Mixed metagenomes	0	0.2864298
HMMER (cut_ga)	Mixed metagenomes	0	0.2869297
HMMER (cut_ga)	Mixed metagenomes	0	0.28742957
HMMER (cut_ga)	Mixed metagenomes	0	0.28792945
HMMER (cut_ga)	Mixed metagenomes	0	0.28842932
HMMER (cut_ga)	Mixed metagenomes	0	0.2889292
HMMER (cut_ga)	Mixed metagenomes	0	0.28942907
HMMER (cut_ga)	Mixed metagenomes	0	0.28992894
HMMER (cut_ga)	Mixed metagenomes	0	0.29042882
HMMER (cut_ga)	Mixed metagenomes	0	0.2909287
HMMER (cut_ga)	Mixed metagenomes	0	0.29142857
HMMER (cut_ga)	Mixed metagenomes	0	0.29192844
HMMER (cut_ga)	Mixed metagenomes	0	0.2924283
HMMER (cut_ga)	Mixed metagenomes	0	0.2929282
HMMER (cut_ga)	Mixed metagenomes	0	0.29342806
HMMER (cut_ga)	Mixed metagenomes	0	0.29392794
HMMER (cut_ga)	Mixed metagenomes	0	0.2944278
HMMER (cut_ga)	Mixed metagenomes	0	0.2949277
HMMER (cut_ga)	Mixed metagenomes	0	0.29542756
HMMER (cut_ga)	Mixed metagenomes	0	0.29592746
HMMER (cut_ga)	Mixed metagenomes	0	0.29642734
HMMER (cut_ga)	Mixed metagenomes	0	0.2969272
HMMER (cut_ga)	Mixed metagenomes	0	0.2974271
HMMER (cut_ga)	Mixed metagenomes	0	0.29792696
HMMER (cut_ga)	Mixed metagenomes	0	0.29842684
HMMER (cut_ga)	Mixed metagenomes	0	0.2989267
HMMER (cut_ga)	Mixed metagenomes	0	0.2994266
HMMER (cut_ga)	Mixed metagenomes	0	0.29992646
HMMER (cut_ga)	Mixed metagenomes	0	0.30042633
HMMER (cut_ga)	Mixed metagenomes	0	0.3009262
HMMER (cut_ga)	Mixed metagenomes	0	0.30142608
HMMER (cut_ga)	Mixed metagenomes	0	0.30192596
HMMER (cut_ga)	Mixed metagenomes	0	0.30242583
HMMER (cut_ga)	Mixed metagenomes	0	0.3029257
HMMER (cut_ga)	Mixed metagenomes	0	0.30342558
HMMER (cut_ga)	Mixed metagenomes	0	0.30392545
HMMER (cut_ga)	Mixed metagenomes	0	0.30442536
HMMER (cut_ga)	Mixed metagenomes	0	0.30492523
HMMER (cut_ga)	Mixed metagenomes	0	0.3054251
HMMER (cut_ga)	Mixed metagenomes	0	0.30592498
HMMER (cut_ga)	Mixed metagenomes	0	0.30642486
HMMER (cut_ga)	Mixed metagenomes	0	0.30692473
HMMER (cut_ga)	Mixed metagenomes	0	0.3074246
HMMER (cut_ga)	Mixed metagenomes	0	0.30792448
HMMER (cut_ga)	Mixed metagenomes	0	0.30842435
HMMER (cut_ga)	Mixed metagenomes	0	0.30892423
HMMER (cut_ga)	Mixed metagenomes	0	0.3094241
HMMER (cut_ga)	Mixed metagenomes	0	0.30992398
HMMER (cut_ga)	Mixed metagenomes	0	0.31042385
HMMER (cut_ga)	Mixed metagenomes	0	0.31092373
HMMER (cut_ga)	Mixed metagenomes	0	0.3114236
HMMER (cut_ga)	Mixed metagenomes	0	0.31192347
HMMER (cut_ga)	Mixed metagenomes	0	0.31242335
HMMER (cut_ga)	Mixed metagenomes	0	0.31292322
HMMER (cut_ga)	Mixed metagenomes	0	0.31342313
HMMER (cut_ga)	Mixed metagenomes	0	0.313923
HMMER (cut_ga)	Mixed metagenomes	0	0.31442288
HMMER (cut_ga)	Mixed metagenomes	0	0.31492275
HMMER (cut_ga)	Mixed metagenomes	0	0.31542262
HMMER (cut_ga)	Mixed metagenomes	0	0.3159225
HMMER (cut_ga)	Mixed metagenomes	0	0.31642237
HMMER (cut_ga)	Mixed metagenomes	0	0.31692225
HMMER (cut_ga)	Mixed metagenomes	0	0.31742212
HMMER (cut_ga)	Mixed metagenomes	0	0.317922
HMMER (cut_ga)	Mixed metagenomes	0	0.31842187
HMMER (cut_ga)	Mixed metagenomes	0	0.31892174
HMMER (cut_ga)	Mixed metagenomes	0	0.31942162
HMMER (cut_ga)	Mixed metagenomes	0	0.3199215
HMMER (cut_ga)	Mixed metagenomes	0	0.32042137
HMMER (cut_ga)	Mixed metagenomes	0	0.32092124
HMMER (cut_ga)	Mixed metagenomes	0	0.32142112
HMMER (cut_ga)	Mixed metagenomes	0	0.32192102
HMMER (cut_ga)	Mixed metagenomes	0	0.3224209
HMMER (cut_ga)	Mixed metagenomes	0	0.32292077
HMMER (cut_ga)	Mixed metagenomes	0	0.32342064
HMMER (cut_ga)	Mixed metagenomes	0	0.32392052
HMMER (cut_ga)	Mixed metagenomes	0	0.3244204
HMMER (cut_ga)	Mixed metagenomes	0	0.32492027
HMMER (cut_ga)	Mixed metagenomes	0	0.32542014
HMMER (cut_ga)	Mixed metagenomes	0	0.32592002
HMMER (cut_ga)	Mixed metagenomes	0	0.3264199
HMMER (cut_ga)	Mixed metagenomes	0	0.32691976
HMMER (cut_ga)	Mixed metagenomes	0	0.32741964
HMMER (cut_ga)	Mixed metagenomes	0	0.3279195
HMMER (cut_ga)	Mixed metagenomes	0	0.3284194
HMMER (cut_ga)	Mixed metagenomes	0	0.32891926
HMMER (cut_ga)	Mixed metagenomes	0	0.32941914
HMMER (cut_ga)	Mixed metagenomes	0	0.329919
HMMER (cut_ga)	Mixed metagenomes	0	0.33041888
HMMER (cut_ga)	Mixed metagenomes	0	0.3309188
HMMER (cut_ga)	Mixed metagenomes	0	0.33141866
HMMER (cut_ga)	Mixed metagenomes	0	0.33191854
HMMER (cut_ga)	Mixed metagenomes	0	0.3324184
HMMER (cut_ga)	Mixed metagenomes	0	0.3329183
HMMER (cut_ga)	Mixed metagenomes	0	0.33341816
HMMER (cut_ga)	Mixed metagenomes	0	0.33391804
HMMER (cut_ga)	Mixed metagenomes	0	0.3344179
HMMER (cut_ga)	Mixed metagenomes	0	0.33491778
HMMER (cut_ga)	Mixed metagenomes	0	0.33541766
HMMER (cut_ga)	Mixed metagenomes	0	0.33591753
HMMER (cut_ga)	Mixed metagenomes	0	0.3364174
HMMER (cut_ga)	Mixed metagenomes	0	0.33691728
HMMER (cut_ga)	Mixed metagenomes	0	0.33741716
HMMER (cut_ga)	Mixed metagenomes	0	0.33791703
HMMER (cut_ga)	Mixed metagenomes	0	0.3384169
HMMER (cut_ga)	Mixed metagenomes	0	0.33891678
HMMER (cut_ga)	Mixed metagenomes	0	0.33941668
HMMER (cut_ga)	Mixed metagenomes	0	0.33991656
HMMER (cut_ga)	Mixed metagenomes	0	0.34041643
HMMER (cut_ga)	Mixed metagenomes	0	0.3409163
HMMER (cut_ga)	Mixed metagenomes	0	0.34141618
HMMER (cut_ga)	Mixed metagenomes	0	0.34191605
HMMER (cut_ga)	Mixed metagenomes	0	0.34241593
HMMER (cut_ga)	Mixed metagenomes	0	0.3429158
HMMER (cut_ga)	Mixed metagenomes	0	0.34341568
HMMER (cut_ga)	Mixed metagenomes	0	0.34391555
HMMER (cut_ga)	Mixed metagenomes	0	0.34441543
HMMER (cut_ga)	Mixed metagenomes	0	0.3449153
HMMER (cut_ga)	Mixed metagenomes	0	0.34541517
HMMER (cut_ga)	Mixed metagenomes	0	0.34591505
HMMER (cut_ga)	Mixed metagenomes	0	0.34641492
HMMER (cut_ga)	Mixed metagenomes	0	0.3469148
HMMER (cut_ga)	Mixed metagenomes	0	0.34741467
HMMER (cut_ga)	Mixed metagenomes	0	0.34791455
HMMER (cut_ga)	Mixed metagenomes	0	0.34841445
HMMER (cut_ga)	Mixed metagenomes	0	0.34891433
HMMER (cut_ga)	Mixed metagenomes	0	0.3494142
HMMER (cut_ga)	Mixed metagenomes	0	0.34991407
HMMER (cut_ga)	Mixed metagenomes	0	0.35041395
HMMER (cut_ga)	Mixed metagenomes	0	0.35091382
HMMER (cut_ga)	Mixed metagenomes	0	0.3514137
HMMER (cut_ga)	Mixed metagenomes	0	0.35191357
HMMER (cut_ga)	Mixed metagenomes	0	0.35241345
HMMER (cut_ga)	Mixed metagenomes	0	0.35291332
HMMER (cut_ga)	Mixed metagenomes	0	0.3534132
HMMER (cut_ga)	Mixed metagenomes	0	0.35391307
HMMER (cut_ga)	Mixed metagenomes	0	0.35441294
HMMER (cut_ga)	Mixed metagenomes	0	0.35491282
HMMER (cut_ga)	Mixed metagenomes	0	0.3554127
HMMER (cut_ga)	Mixed metagenomes	0	0.35591257
HMMER (cut_ga)	Mixed metagenomes	0	0.35641244
HMMER (cut_ga)	Mixed metagenomes	0	0.35691234
HMMER (cut_ga)	Mixed metagenomes	0	0.35741222
HMMER (cut_ga)	Mixed metagenomes	0	0.3579121
HMMER (cut_ga)	Mixed metagenomes	0	0.35841197
HMMER (cut_ga)	Mixed metagenomes	0	0.35891184
HMMER (cut_ga)	Mixed metagenomes	0	0.35941172
HMMER (cut_ga)	Mixed metagenomes	0	0.3599116
HMMER (cut_ga)	Mixed metagenomes	0	0.36041147
HMMER (cut_ga)	Mixed metagenomes	0	0.36091134
HMMER (cut_ga)	Mixed metagenomes	0	0.3614112
HMMER (cut_ga)	Mixed metagenomes	0	0.3619111
HMMER (cut_ga)	Mixed metagenomes	0	0.36241096
HMMER (cut_ga)	Mixed metagenomes	0	0.36291084
HMMER (cut_ga)	Mixed metagenomes	0	0.3634107
HMMER (cut_ga)	Mixed metagenomes	0	0.3639106
HMMER (cut_ga)	Mixed metagenomes	0	0.36441046
HMMER (cut_ga)	Mixed metagenomes	0	0.36491033
HMMER (cut_ga)	Mixed metagenomes	0	0.36541024
HMMER (cut_ga)	Mixed metagenomes	0	0.3659101
HMMER (cut_ga)	Mixed metagenomes	0	0.36641
HMMER (cut_ga)	Mixed metagenomes	0	0.36690986
HMMER (cut_ga)	Mixed metagenomes	0	0.36740974
HMMER (cut_ga)	Mixed metagenomes	0	0.3679096
HMMER (cut_ga)	Mixed metagenomes	0	0.36840948
HMMER (cut_ga)	Mixed metagenomes	0	0.36890936
HMMER (cut_ga)	Mixed metagenomes	0	0.36940923
HMMER (cut_ga)	Mixed metagenomes	0	0.3699091
HMMER (cut_ga)	Mixed metagenomes	0	0.37040898
HMMER (cut_ga)	Mixed metagenomes	0	0.37090886
HMMER (cut_ga)	Mixed metagenomes	0	0.37140873
HMMER (cut_ga)	Mixed metagenomes	0	0.3719086
HMMER (cut_ga)	Mixed metagenomes	0	0.37240848
HMMER (cut_ga)	Mixed metagenomes	0	0.37290835
HMMER (cut_ga)	Mixed metagenomes	0	0.37340823
HMMER (cut_ga)	Mixed metagenomes	0	0.3739081
HMMER (cut_ga)	Mixed metagenomes	0	0.374408
HMMER (cut_ga)	Mixed metagenomes	0	0.37490788
HMMER (cut_ga)	Mixed metagenomes	0	0.37540776
HMMER (cut_ga)	Mixed metagenomes	0	0.37590763
HMMER (cut_ga)	Mixed metagenomes	0	0.3764075
HMMER (cut_ga)	Mixed metagenomes	0	0.37690738
HMMER (cut_ga)	Mixed metagenomes	0	0.37740725
HMMER (cut_ga)	Mixed metagenomes	0	0.37790713
HMMER (cut_ga)	Mixed metagenomes	0	0.378407
HMMER (cut_ga)	Mixed metagenomes	0	0.37890688
HMMER (cut_ga)	Mixed metagenomes	0	0.37940675
HMMER (cut_ga)	Mixed metagenomes	0	0.37990662
HMMER (cut_ga)	Mixed metagenomes	0	0.3804065
HMMER (cut_ga)	Mixed metagenomes	0	0.38090637
HMMER (cut_ga)	Mixed metagenomes	0	0.38140625
HMMER (cut_ga)	Mixed metagenomes	0	0.38190612
HMMER (cut_ga)	Mixed metagenomes	0	0.382406
HMMER (cut_ga)	Mixed metagenomes	0	0.3829059
HMMER (cut_ga)	Mixed metagenomes	0	0.38340577
HMMER (cut_ga)	Mixed metagenomes	0	0.38390565
HMMER (cut_ga)	Mixed metagenomes	0	0.38440552
HMMER (cut_ga)	Mixed metagenomes	0	0.3849054
HMMER (cut_ga)	Mixed metagenomes	0	0.38540527
HMMER (cut_ga)	Mixed metagenomes	0	0.38590515
HMMER (cut_ga)	Mixed metagenomes	0	0.38640502
HMMER (cut_ga)	Mixed metagenomes	0	0.3869049
HMMER (cut_ga)	Mixed metagenomes	0	0.38740477
HMMER (cut_ga)	Mixed metagenomes	0	0.38790464
HMMER (cut_ga)	Mixed metagenomes	0	0.38840452
HMMER (cut_ga)	Mixed metagenomes	0	0.3889044
HMMER (cut_ga)	Mixed metagenomes	0	0.38940427
HMMER (cut_ga)	Mixed metagenomes	0	0.38990414
HMMER (cut_ga)	Mixed metagenomes	0	0.39040402
HMMER (cut_ga)	Mixed metagenomes	0	0.3909039
HMMER (cut_ga)	Mixed metagenomes	0	0.39140376
HMMER (cut_ga)	Mixed metagenomes	0	0.39190367
HMMER (cut_ga)	Mixed metagenomes	0	0.39240354
HMMER (cut_ga)	Mixed metagenomes	0	0.39290342
HMMER (cut_ga)	Mixed metagenomes	0	0.3934033
HMMER (cut_ga)	Mixed metagenomes	0	0.39390317
HMMER (cut_ga)	Mixed metagenomes	0	0.39440304
HMMER (cut_ga)	Mixed metagenomes	0	0.3949029
HMMER (cut_ga)	Mixed metagenomes	0	0.3954028
HMMER (cut_ga)	Mixed metagenomes	0	0.39590266
HMMER (cut_ga)	Mixed metagenomes	0	0.39640254
HMMER (cut_ga)	Mixed metagenomes	0	0.3969024
HMMER (cut_ga)	Mixed metagenomes	0	0.3974023
HMMER (cut_ga)	Mixed metagenomes	0	0.39790216
HMMER (cut_ga)	Mixed metagenomes	0	0.39840204
HMMER (cut_ga)	Mixed metagenomes	0	0.3989019
HMMER (cut_ga)	Mixed metagenomes	0	0.39940178
HMMER (cut_ga)	Mixed metagenomes	0	0.39990166
HMMER (cut_ga)	Mixed metagenomes	0	0.40040156
HMMER (cut_ga)	Mixed metagenomes	0	0.40090144
HMMER (cut_ga)	Mixed metagenomes	0	0.4014013
HMMER (cut_ga)	Mixed metagenomes	0	0.4019012
HMMER (cut_ga)	Mixed metagenomes	0	0.40240106
HMMER (cut_ga)	Mixed metagenomes	0	0.40290093
HMMER (cut_ga)	Mixed metagenomes	0	0.4034008
HMMER (cut_ga)	Mixed metagenomes	0	0.40390068
HMMER (cut_ga)	Mixed metagenomes	0	0.40440056
HMMER (cut_ga)	Mixed metagenomes	0	0.40490043
HMMER (cut_ga)	Mixed metagenomes	0	0.4054003
HMMER (cut_ga)	Mixed metagenomes	0	0.40590018
HMMER (cut_ga)	Mixed metagenomes	0	0.40640005
HMMER (cut_ga)	Mixed metagenomes	0	0.40689993
HMMER (cut_ga)	Mixed metagenomes	0	0.4073998
HMMER (cut_ga)	Mixed metagenomes	0	0.40789968
HMMER (cut_ga)	Mixed metagenomes	0	0.40839955
HMMER (cut_ga)	Mixed metagenomes	0	0.40889943
HMMER (cut_ga)	Mixed metagenomes	0	0.40939933
HMMER (cut_ga)	Mixed metagenomes	0	0.4098992
HMMER (cut_ga)	Mixed metagenomes	0	0.41039908
HMMER (cut_ga)	Mixed metagenomes	0	0.41089895
HMMER (cut_ga)	Mixed metagenomes	0	0.41139883
HMMER (cut_ga)	Mixed metagenomes	0	0.4118987
HMMER (cut_ga)	Mixed metagenomes	0	0.41239858
HMMER (cut_ga)	Mixed metagenomes	0	0.41289845
HMMER (cut_ga)	Mixed metagenomes	0	0.41339833
HMMER (cut_ga)	Mixed metagenomes	0	0.4138982
HMMER (cut_ga)	Mixed metagenomes	0	0.41439807
HMMER (cut_ga)	Mixed metagenomes	0	0.41489795
HMMER (cut_ga)	Mixed metagenomes	0	0.41539782
HMMER (cut_ga)	Mixed metagenomes	0	0.4158977
HMMER (cut_ga)	Mixed metagenomes	0	0.41639757
HMMER (cut_ga)	Mixed metagenomes	0	0.41689745
HMMER (cut_ga)	Mixed metagenomes	0	0.41739732
HMMER (cut_ga)	Mixed metagenomes	0	0.41789722
HMMER (cut_ga)	Mixed metagenomes	0	0.4183971
HMMER (cut_ga)	Mixed metagenomes	0	0.41889697
HMMER (cut_ga)	Mixed metagenomes	0	0.41939685
HMMER (cut_ga)	Mixed metagenomes	0	0.41989672
HMMER (cut_ga)	Mixed metagenomes	0	0.4203966
HMMER (cut_ga)	Mixed metagenomes	0	0.42089647
HMMER (cut_ga)	Mixed metagenomes	0	0.42139634
HMMER (cut_ga)	Mixed metagenomes	0	0.42189622
HMMER (cut_ga)	Mixed metagenomes	0	0.4223961
HMMER (cut_ga)	Mixed metagenomes	0	0.42289597
HMMER (cut_ga)	Mixed metagenomes	0	0.42339584
HMMER (cut_ga)	Mixed metagenomes	0	0.42389572
HMMER (cut_ga)	Mixed metagenomes	0	0.4243956
HMMER (cut_ga)	Mixed metagenomes	0	0.42489547
HMMER (cut_ga)	Mixed metagenomes	0	0.42539534
HMMER (cut_ga)	Mixed metagenomes	0	0.4258952
HMMER (cut_ga)	Mixed metagenomes	0	0.4263951
HMMER (cut_ga)	Mixed metagenomes	0	0.426895
HMMER (cut_ga)	Mixed metagenomes	0	0.42739487
HMMER (cut_ga)	Mixed metagenomes	0	0.42789474
HMMER (cut_ga)	Mixed metagenomes	0	0.42839462
HMMER (cut_ga)	Mixed metagenomes	0	0.4288945
HMMER (cut_ga)	Mixed metagenomes	0	0.42939436
HMMER (cut_ga)	Mixed metagenomes	0	0.42989424
HMMER (cut_ga)	Mixed metagenomes	0	0.4303941
HMMER (cut_ga)	Mixed metagenomes	0	0.430894
HMMER (cut_ga)	Mixed metagenomes	0	0.43139386
HMMER (cut_ga)	Mixed metagenomes	0	0.43189374
HMMER (cut_ga)	Mixed metagenomes	0	0.4323936
HMMER (cut_ga)	Mixed metagenomes	0	0.43289348
HMMER (cut_ga)	Mixed metagenomes	0	0.43339336
HMMER (cut_ga)	Mixed metagenomes	0	0.43389323
HMMER (cut_ga)	Mixed metagenomes	0	0.4343931
HMMER (cut_ga)	Mixed metagenomes	0	0.43489298
HMMER (cut_ga)	Mixed metagenomes	0	0.4353929
HMMER (cut_ga)	Mixed metagenomes	0	0.43589276
HMMER (cut_ga)	Mixed metagenomes	0	0.43639264
HMMER (cut_ga)	Mixed metagenomes	0	0.4368925
HMMER (cut_ga)	Mixed metagenomes	0	0.43739238
HMMER (cut_ga)	Mixed metagenomes	0	0.43789226
HMMER (cut_ga)	Mixed metagenomes	0	0.43839213
HMMER (cut_ga)	Mixed metagenomes	0	0.438892
HMMER (cut_ga)	Mixed metagenomes	0	0.43939188
HMMER (cut_ga)	Mixed metagenomes	0	0.43989176
HMMER (cut_ga)	Mixed metagenomes	0	0.44039163
HMMER (cut_ga)	Mixed metagenomes	0	0.4408915
HMMER (cut_ga)	Mixed metagenomes	0	0.44139138
HMMER (cut_ga)	Mixed metagenomes	0	0.44189125
HMMER (cut_ga)	Mixed metagenomes	0	0.44239113
HMMER (cut_ga)	Mixed metagenomes	0	0.442891
HMMER (cut_ga)	Mixed metagenomes	0	0.44339088
HMMER (cut_ga)	Mixed metagenomes	0	0.44389075
HMMER (cut_ga)	Mixed metagenomes	0	0.44439065
HMMER (cut_ga)	Mixed metagenomes	0	0.44489053
HMMER (cut_ga)	Mixed metagenomes	0	0.4453904
HMMER (cut_ga)	Mixed metagenomes	0	0.44589028
HMMER (cut_ga)	Mixed metagenomes	0	0.44639015
HMMER (cut_ga)	Mixed metagenomes	0	0.44689003
HMMER (cut_ga)	Mixed metagenomes	0	0.4473899
HMMER (cut_ga)	Mixed metagenomes	0	0.44788978
HMMER (cut_ga)	Mixed metagenomes	0	0.44838965
HMMER (cut_ga)	Mixed metagenomes	0	0.44888952
HMMER (cut_ga)	Mixed metagenomes	0	0.4493894
HMMER (cut_ga)	Mixed metagenomes	0	0.44988927
HMMER (cut_ga)	Mixed metagenomes	0	0.45038915
HMMER (cut_ga)	Mixed metagenomes	0	0.45088902
HMMER (cut_ga)	Mixed metagenomes	0	0.4513889
HMMER (cut_ga)	Mixed metagenomes	0	0.45188877
HMMER (cut_ga)	Mixed metagenomes	0	0.45238864
HMMER (cut_ga)	Mixed metagenomes	0	0.45288855
HMMER (cut_ga)	Mixed metagenomes	0	0.45338842
HMMER (cut_ga)	Mixed metagenomes	0	0.4538883
HMMER (cut_ga)	Mixed metagenomes	0	0.45438817
HMMER (cut_ga)	Mixed metagenomes	0	0.45488805
HMMER (cut_ga)	Mixed metagenomes	0	0.45538792
HMMER (cut_ga)	Mixed metagenomes	0	0.4558878
HMMER (cut_ga)	Mixed metagenomes	0	0.45638767
HMMER (cut_ga)	Mixed metagenomes	0	0.45688754
HMMER (cut_ga)	Mixed metagenomes	0	0.45738742
HMMER (cut_ga)	Mixed metagenomes	0	0.4578873
HMMER (cut_ga)	Mixed metagenomes	0	0.45838717
HMMER (cut_ga)	Mixed metagenomes	0	0.45888704
HMMER (cut_ga)	Mixed metagenomes	0	0.45938691
HMMER (cut_ga)	Mixed metagenomes	0	0.4598868
HMMER (cut_ga)	Mixed metagenomes	0	0.46038666
HMMER (cut_ga)	Mixed metagenomes	0	0.46088654
HMMER (cut_ga)	Mixed metagenomes	0	0.4613864
HMMER (cut_ga)	Mixed metagenomes	0	0.46188632
HMMER (cut_ga)	Mixed metagenomes	0	0.4623862
HMMER (cut_ga)	Mixed metagenomes	0	0.46288607
HMMER (cut_ga)	Mixed metagenomes	0	0.46338594
HMMER (cut_ga)	Mixed metagenomes	0	0.4638858
HMMER (cut_ga)	Mixed metagenomes	0	0.4643857
HMMER (cut_ga)	Mixed metagenomes	0	0.46488556
HMMER (cut_ga)	Mixed metagenomes	0	0.46538544
HMMER (cut_ga)	Mixed metagenomes	0	0.4658853
HMMER (cut_ga)	Mixed metagenomes	0	0.4663852
HMMER (cut_ga)	Mixed metagenomes	0	0.46688506
HMMER (cut_ga)	Mixed metagenomes	0	0.46738493
HMMER (cut_ga)	Mixed metagenomes	0	0.4678848
HMMER (cut_ga)	Mixed metagenomes	0	0.46838468
HMMER (cut_ga)	Mixed metagenomes	0	0.46888456
HMMER (cut_ga)	Mixed metagenomes	0	0.46938443
HMMER (cut_ga)	Mixed metagenomes	0	0.4698843
HMMER (cut_ga)	Mixed metagenomes	0	0.4703842
HMMER (cut_ga)	Mixed metagenomes	0	0.47088408
HMMER (cut_ga)	Mixed metagenomes	0	0.47138396
HMMER (cut_ga)	Mixed metagenomes	0	0.47188383
HMMER (cut_ga)	Mixed metagenomes	0	0.4723837
HMMER (cut_ga)	Mixed metagenomes	0	0.47288358
HMMER (cut_ga)	Mixed metagenomes	0	0.47338346
HMMER (cut_ga)	Mixed metagenomes	0	0.47388333
HMMER (cut_ga)	Mixed metagenomes	0	0.4743832
HMMER (cut_ga)	Mixed metagenomes	0	0.47488308
HMMER (cut_ga)	Mixed metagenomes	0	0.47538295
HMMER (cut_ga)	Mixed metagenomes	0	0.47588283
HMMER (cut_ga)	Mixed metagenomes	0	0.4763827
HMMER (cut_ga)	Mixed metagenomes	0	0.47688258
HMMER (cut_ga)	Mixed metagenomes	0	0.47738245
HMMER (cut_ga)	Mixed metagenomes	0	0.47788233
HMMER (cut_ga)	Mixed metagenomes	0	0.4783822
HMMER (cut_ga)	Mixed metagenomes	0	0.4788821
HMMER (cut_ga)	Mixed metagenomes	0	0.47938198
HMMER (cut_ga)	Mixed metagenomes	0	0.47988185
HMMER (cut_ga)	Mixed metagenomes	0	0.48038173
HMMER (cut_ga)	Mixed metagenomes	0	0.4808816
HMMER (cut_ga)	Mixed metagenomes	0	0.48138148
HMMER (cut_ga)	Mixed metagenomes	0	0.48188135
HMMER (cut_ga)	Mixed metagenomes	0	0.48238122
HMMER (cut_ga)	Mixed metagenomes	0	0.4828811
HMMER (cut_ga)	Mixed metagenomes	0	0.48338097
HMMER (cut_ga)	Mixed metagenomes	0	0.48388085
HMMER (cut_ga)	Mixed metagenomes	0	0.48438072
HMMER (cut_ga)	Mixed metagenomes	0	0.4848806
HMMER (cut_ga)	Mixed metagenomes	0	0.48538047
HMMER (cut_ga)	Mixed metagenomes	0	0.48588035
HMMER (cut_ga)	Mixed metagenomes	0	0.48638022
HMMER (cut_ga)	Mixed metagenomes	0	0.4868801
HMMER (cut_ga)	Mixed metagenomes	0	0.48737997
HMMER (cut_ga)	Mixed metagenomes	0	0.48787987
HMMER (cut_ga)	Mixed metagenomes	0	0.48837975
HMMER (cut_ga)	Mixed metagenomes	0	0.48887962
HMMER (cut_ga)	Mixed metagenomes	0	0.4893795
HMMER (cut_ga)	Mixed metagenomes	0	0.48987937
HMMER (cut_ga)	Mixed metagenomes	0	0.49037924
HMMER (cut_ga)	Mixed metagenomes	0	0.49087912
HMMER (cut_ga)	Mixed metagenomes	0	0.491379
HMMER (cut_ga)	Mixed metagenomes	0	0.49187887
HMMER (cut_ga)	Mixed metagenomes	0	0.49237874
HMMER (cut_ga)	Mixed metagenomes	0	0.49287862
HMMER (cut_ga)	Mixed metagenomes	0	0.4933785
HMMER (cut_ga)	Mixed metagenomes	0	0.49387836
HMMER (cut_ga)	Mixed metagenomes	0	0.49437824
HMMER (cut_ga)	Mixed metagenomes	0	0.4948781
HMMER (cut_ga)	Mixed metagenomes	0	0.495378
HMMER (cut_ga)	Mixed metagenomes	0	0.49587786
HMMER (cut_ga)	Mixed metagenomes	0	0.49637777
HMMER (cut_ga)	Mixed metagenomes	0	0.49687764
HMMER (cut_ga)	Mixed metagenomes	0	0.4973775
HMMER (cut_ga)	Mixed metagenomes	0	0.4978774
HMMER (cut_ga)	Mixed metagenomes	0	0.49837726
HMMER (cut_ga)	Mixed metagenomes	0	0.49887714
HMMER (cut_ga)	Mixed metagenomes	0	0.499377
HMMER (cut_ga)	Mixed metagenomes	0	0.4998769
HMMER (cut_ga)	Mixed metagenomes	0	0.50037676
HMMER (cut_ga)	Mixed metagenomes	0	0.50087667
HMMER (cut_ga)	Mixed metagenomes	0	0.5013765
HMMER (cut_ga)	Mixed metagenomes	0	0.5018764
HMMER (cut_ga)	Mixed metagenomes	0	0.50237626
